order_id,order_date,customer_id,product_id,product_name,region,quantity,unit_price
ORD00295,02/06/2024,C023,P004,Office Chair,Mansoura,9,36.29
ORD01189,07-08-2024,C034,P003,USB-C Hub,Giza,1,111.14
ORD00205,03-06-2024,C008,P006,Notebook Set,Alexandria,9,185.98
ORD00442,2025-01-13,C025,P007,Gel Pen Pack,Alexandria,3,-363.02
ORD00266,16/11/2024,C032,P010,Monitor Stand,Giza,,34.99
ORD01038,07/02/2024,C017,P010,Monitor Stand,Cairo,1,383.36
ORD00212,14/10/2024,C020,P004,Office Chair,Alexandria,8,412.91
ORD00714,01-01-2025,C015,P009,Webcam HD,Aswan,6,415.95
ORD00291,2024-10-17,C033,P002,Mechanical Keyboard,Alexandria,7,47.55
ORD00565,17/08/2024,C028,P009,Webcam HD,Cairo,5,418.34
ORD00285,08-01-2024,C036,P001,Wireless Mouse,Mansoura,4,154.98
ORD00213,02-17-2024,C022,P004,Office Chair,Cairo,8,383.5
ORD01129,07/06/2024,C024,P008,Desk Lamp,Aswan,4,17.44
ORD00572,04-12-2024,C012,P005,Standing Desk,Mansoura,2,228.9
ORD00988,2024-07-25,C001,P010,Monitor Stand,Mansoura,5,72.01
ORD00011,01/11/2024,C028,P003,USB-C Hub,,2,182.37
ORD00955,19/08/2024,C026,P005,Standing Desk,Cairo,5,395.09
ORD00436,01-26-2025,C008,P002,Mechanical Keyboard,Cairo,8,282.01
ORD00007,24/03/2024,C039,P002,Mechanical Keyboard,Alexandria,9,332.17
ORD00419,10/05/2024,C038,P006,Notebook Set,Aswan,2,200.09
ORD00543,2024-12-31,C009,P010,Monitor Stand,Aswan,2,191.47
ORD00902,10-28-2024,C022,P003,USB-C Hub,Giza,6,338.18
ORD00226,2024-01-22,C022,P007,Gel Pen Pack,Aswan,2,404.23
ORD00403,01-28-2025,C033,P001,Wireless Mouse,Cairo,10,266.82
ORD00801,02/08/2024,C026,P007,Gel Pen Pack,Alexandria,2,71.17
ORD00863,2024-07-25,C038,P006,Notebook Set,Mansoura,3,287.73
ORD00601,03-11-2024,C038,P010,Monitor Stand,Cairo,8,216.74
ORD00934,21/07/2024,C039,P001,Wireless Mouse,Alexandria,9,84.75
ORD00254,05/04/2024,C036,P003,USB-C Hub,Alexandria,8,140.64
ORD00704,26/12/2024,C026,P003,USB-C Hub,Cairo,2,196.07
ORD00990,20/08/2024,C004,P010,Monitor Stand,Mansoura,5,317.96
ORD00342,14/01/2025,C012,P009,Webcam HD,Giza,2,219.79
ORD00080,23/12/2024,C036,P005,Standing Desk,Alexandria,5,205.58
ORD00497,07/09/2024,C003,P001,Wireless Mouse,Alexandria,9,-147.64
ORD00126,07-24-2024,C028,P002,Mechanical Keyboard,Cairo,4,204.52
ORD00021,2024-10-08,C016,P008,Desk Lamp,Cairo,8,366.49
ORD01184,01-01-2025,C025,P008,Desk Lamp,Cairo,7,431.55
ORD01120,04/02/2024,C004,P002,Mechanical Keyboard,,8,273.59
ORD00446,26/05/2024,C032,P009,Webcam HD,Mansoura,2,180.77
ORD00043,2024-03-16,C016,P002,Mechanical Keyboard,Giza,4,365.85
ORD00292,2024-04-29,C026,P006,Notebook Set,Giza,6,211.95
ORD00693,2024-02-09,C001,P010,Monitor Stand,Aswan,10,93.55
ORD00151,2024-11-25,C009,P006,Notebook Set,Cairo,6,252.52
ORD00946,2024-03-23,C030,P002,Mechanical Keyboard,Giza,3,421.31
ORD00377,06-14-2024,C012,P003,USB-C Hub,Aswan,9,317.03
ORD00054,2024-10-03,C017,P007,Gel Pen Pack,Cairo,8,23.43
ORD00198,09/03/2024,C024,P005,Standing Desk,Aswan,4,110.32
ORD01024,01-25-2025,C009,P007,Gel Pen Pack,Mansoura,1,216.32
ORD00928,08-03-2024,C015,P009,Webcam HD,Mansoura,2,267.72
ORD00542,27/02/2024,C030,P006,Notebook Set,Mansoura,1,43.43
ORD00820,2024-01-07,C015,P009,Webcam HD,Aswan,,321.51
ORD00175,11-30-2024,C019,P001,Wireless Mouse,Mansoura,10,398.82
ORD00947,08-14-2024,C017,P008,Desk Lamp,Mansoura,5,346.97
ORD00075,11/01/2025,C006,P008,Desk Lamp,Aswan,1,401.9
ORD00800,12-03-2024,C025,P002,Mechanical Keyboard,Giza,4,116.37
ORD01092,2024-07-11,C003,P009,Webcam HD,Cairo,4,74.54
ORD00847,2024-12-30,C007,P008,Desk Lamp,Mansoura,5,279.12
ORD00307,03-16-2024,C022,P003,USB-C Hub,Alexandria,6,40.91
ORD00365,2024-11-25,C010,P007,Gel Pen Pack,Aswan,10,38.74
ORD00471,02/05/2024,C002,P003,USB-C Hub,Aswan,6,352.57
ORD00840,2024-06-24,C006,P005,Standing Desk,Mansoura,2,135.39
ORD01086,01/03/2024,C021,P010,Monitor Stand,Cairo,6,138.88
ORD01034,01-25-2025,C022,P010,Monitor Stand,Mansoura,3,136.08
ORD01012,01-14-2025,C023,P003,USB-C Hub,Mansoura,1,121.3
ORD01196,2024-09-24,C035,P009,Webcam HD,Cairo,1,209.29
ORD00715,05-24-2024,C024,P007,Gel Pen Pack,Mansoura,3,285.5
ORD00092,26/08/2024,C030,P005,Standing Desk,Giza,1,406.03
ORD00737,13/10/2024,C030,P004,Office Chair,Mansoura,1,339.73
ORD00581,01-19-2024,C010,P009,Webcam HD,Aswan,4,417.29
ORD00461,2024-03-15,C003,P008,Desk Lamp,Giza,2,381.94
ORD01116,05-30-2024,C026,P007,Gel Pen Pack,Cairo,5,66.15
ORD01124,2024-08-31,C006,P004,Office Chair,Aswan,3,77.35
ORD00851,01-27-2025,C006,P008,Desk Lamp,Giza,4,420.32
ORD01019,20/02/2024,C016,P006,Notebook Set,Mansoura,7,188.61
ORD00518,2024-06-27,C004,P004,Office Chair,Alexandria,3,38.95
ORD00159,08/07/2024,C003,P010,Monitor Stand,Aswan,3,310.39
ORD00298,2024-01-26,C022,P002,Mechanical Keyboard,Cairo,1,424.89
ORD00541,11/11/2024,C015,P008,Desk Lamp,Alexandria,3,389.58
ORD00058,06-26-2024,C039,P005,Standing Desk,Cairo,10,355.45
ORD00009,2024-03-12,C032,P004,Office Chair,Mansoura,8,77.15
ORD00746,12/01/2024,C026,P006,Notebook Set,Aswan,1,228.79
ORD00913,11-20-2024,C007,P010,Monitor Stand,Mansoura,5,393.46
ORD00082,31/07/2024,C032,P003,USB-C Hub,Giza,9,321.85
ORD01164,09/02/2024,C016,P010,Monitor Stand,Aswan,10,214.41
ORD00526,2024-06-14,C005,P005,Standing Desk,Giza,5,235.41
ORD00795,08-07-2024,C022,P008,Desk Lamp,Cairo,6,382.92
ORD00582,26/01/2024,C016,P001,Wireless Mouse,Alexandria,1,89.93
ORD00580,2025-01-04,C003,P001,Wireless Mouse,Giza,1,161.91
ORD00961,21/08/2024,C033,P005,Standing Desk,Cairo,8,297.28
ORD00516,09-12-2024,C040,P001,Wireless Mouse,Giza,1,214.51
ORD00679,01-12-2024,C026,P003,USB-C Hub,Mansoura,10,112.65
ORD00485,2024-03-02,C022,P001,Wireless Mouse,Giza,7,196.19
ORD00136,25/11/2024,C039,P003,USB-C Hub,Cairo,5,258.13
ORD00556,26/09/2024,C031,P010,Monitor Stand,Cairo,3,332.63
ORD00943,11-07-2024,C011,P003,USB-C Hub,Aswan,9,446.64
ORD00388,28/02/2024,C016,P010,Monitor Stand,Cairo,6,180.9
ORD00962,03-31-2024,C008,P006,Notebook Set,Alexandria,8,201.35
ORD01059,2024-06-05,C012,P007,Gel Pen Pack,Mansoura,9,37.73
ORD00514,2025-01-28,C011,P010,Monitor Stand,Mansoura,9,180.56
ORD00610,2024-02-02,C027,P006,Notebook Set,Mansoura,1,141.81
ORD00161,2024-09-08,C014,P008,Desk Lamp,Aswan,5,316.88
ORD00816,01/07/2024,C028,P007,Gel Pen Pack,Cairo,4,107.99
ORD00328,21/12/2024,C026,P005,Standing Desk,Alexandria,10,279.77
ORD00901,08/09/2024,C007,P010,Monitor Stand,Mansoura,3,124.73
ORD00808,2024-01-14,C017,P003,USB-C Hub,Alexandria,9,34.42
ORD00700,2024-02-17,C040,P006,Notebook Set,Alexandria,7,289.35
ORD00052,07-20-2024,C030,P003,USB-C Hub,Alexandria,10,247.34
ORD00157,2024-01-30,C023,P001,Wireless Mouse,Aswan,7,134.43
ORD00877,06-05-2024,C008,P002,Mechanical Keyboard,Alexandria,9,331.82
ORD01195,07-23-2024,C015,P009,Webcam HD,Alexandria,6,303.95
ORD00117,08-07-2024,C024,P009,Webcam HD,Cairo,5,264.73
ORD00429,10-13-2024,C006,P002,Mechanical Keyboard,Aswan,5,330.87
ORD00413,2024-11-22,C034,P003,USB-C Hub,Mansoura,10,436.62
ORD00379,19/12/2024,C019,P003,USB-C Hub,Giza,3,380.13
ORD01117,2024-12-16,C037,P006,Notebook Set,Alexandria,3,141.24
ORD00316,2024-06-18,C039,P003,USB-C Hub,Mansoura,3,38.3
ORD01109,01-25-2025,C002,P007,Gel Pen Pack,Mansoura,7,428.88
ORD00666,12/02/2024,C032,P001,Wireless Mouse,Cairo,1,388.92
ORD00046,21/01/2025,C030,P003,USB-C Hub,Aswan,9,274.02
ORD00439,21/02/2024,C001,P006,Notebook Set,Cairo,4,180.05
ORD00837,02-05-2024,C001,P005,Standing Desk,Alexandria,8,15.69
ORD00763,12-20-2024,C018,P009,Webcam HD,Alexandria,1,446.5
ORD00089,02-20-2024,C019,P004,Office Chair,Alexandria,2,203.78
ORD00841,2024-01-22,C018,P001,Wireless Mouse,Cairo,10,358.31
ORD00882,2024-11-20,C020,P002,Mechanical Keyboard,Mansoura,6,382.68
ORD01171,2024-12-23,C010,P008,Desk Lamp,Mansoura,8,106.63
ORD00386,2024-04-23,C035,P007,Gel Pen Pack,Aswan,7,55.0
ORD00206,2024-04-27,C035,P008,Desk Lamp,Mansoura,9,179.99
ORD00380,09-18-2024,C036,P010,Monitor Stand,Alexandria,9,184.17
ORD00834,02-17-2024,C038,P010,Monitor Stand,Alexandria,1,65.78
ORD01148,03-07-2024,C034,P010,Monitor Stand,Alexandria,10,342.05
ORD00281,24/03/2024,C008,P003,USB-C Hub,Cairo,3,320.15
ORD00956,27/06/2024,C028,P002,Mechanical Keyboard,Giza,5,86.57
ORD00756,13/06/2024,C029,P005,Standing Desk,Giza,4,303.09
ORD00652,03-21-2024,C037,P009,Webcam HD,Mansoura,8,259.58
ORD00690,2024-04-03,C004,P008,Desk Lamp,Alexandria,3,38.74
ORD00083,31/07/2024,C033,P010,Monitor Stand,Alexandria,2,135.17
ORD00745,05-05-2024,C012,P009,Webcam HD,Cairo,5,357.24
ORD01193,2024-07-13,C034,P003,USB-C Hub,Mansoura,3,225.54
ORD01075,2025-01-18,C016,P006,Notebook Set,Giza,4,213.28
ORD00326,03-16-2024,C034,P010,Monitor Stand,Mansoura,2,195.28
ORD00989,20/05/2024,C031,P002,Mechanical Keyboard,Cairo,7,329.62
ORD00915,2025-01-08,C012,P003,USB-C Hub,Alexandria,10,228.38
ORD00861,04-10-2024,C010,P005,Standing Desk,Alexandria,4,364.9
ORD01156,2025-01-10,C007,P009,Webcam HD,Mansoura,2,165.63
ORD00402,03-12-2024,C039,P003,USB-C Hub,Cairo,5,388.54
ORD01071,2024-05-28,C040,P005,Standing Desk,Cairo,3,175.21
ORD00284,2024-01-07,C008,P010,Monitor Stand,Alexandria,9,16.12
ORD00817,2024-07-07,C015,P008,Desk Lamp,Cairo,5,297.73
ORD00361,2024-01-31,C011,P007,Gel Pen Pack,Cairo,3,317.83
ORD00739,05/06/2024,C010,P003,USB-C Hub,Aswan,7,36.16
ORD00368,02-16-2024,C027,P007,Gel Pen Pack,Cairo,9,253.86
ORD00260,2024-04-15,C028,P010,Monitor Stand,Alexandria,10,75.57
ORD00716,09/09/2024,C032,P010,Monitor Stand,Cairo,7,425.23
ORD00846,01-13-2025,C029,P006,Notebook Set,Alexandria,10,225.77
ORD01025,16/10/2024,C022,P002,Mechanical Keyboard,Aswan,2,372.54
ORD00300,2024-09-02,C019,P004,Office Chair,Mansoura,7,399.01
ORD00102,01-15-2025,C025,P003,USB-C Hub,Mansoura,6,306.66
ORD01142,15/01/2025,C014,P005,Standing Desk,Giza,9,254.95
ORD00025,2024-10-18,C005,P010,Monitor Stand,Alexandria,7,67.15
ORD01017,2024-01-01,C020,P008,Desk Lamp,Cairo,7,168.23
ORD00222,09-29-2024,C040,P010,Monitor Stand,Mansoura,8,-21.84
ORD00705,01-17-2025,C022,P005,Standing Desk,,4,95.51
ORD00731,2024-11-29,,P005,Standing Desk,Giza,2,35.76
ORD00970,2024-04-14,C017,P007,Gel Pen Pack,Aswan,3,427.68
ORD01040,2024-04-08,C013,P004,Office Chair,Alexandria,7,369.02
ORD00472,14/06/2024,C032,P009,Webcam HD,Aswan,3,281.67
ORD00773,09-03-2024,C009,P010,Monitor Stand,Aswan,5,169.6
ORD00694,24/02/2024,C026,P002,Mechanical Keyboard,Giza,10,419.18
ORD00633,2024-02-29,C008,P009,Webcam HD,Mansoura,8,413.47
ORD00404,01-30-2025,C031,P009,Webcam HD,Alexandria,6,185.74
ORD00569,04-21-2024,C006,P010,Monitor Stand,Cairo,10,300.62
ORD00923,28/09/2024,C003,P002,Mechanical Keyboard,Aswan,3,92.46
ORD01083,28/11/2024,C001,P003,USB-C Hub,Aswan,10,175.9
ORD01043,03-06-2024,C028,P008,Desk Lamp,Mansoura,2,262.58
ORD00787,2024-04-16,C038,P005,Standing Desk,Mansoura,10,297.64
ORD00101,2024-01-24,C030,P002,Mechanical Keyboard,Giza,7,65.75
ORD00111,11-15-2024,C039,P006,Notebook Set,Alexandria,2,69.89
ORD01045,11-08-2024,C035,P002,Mechanical Keyboard,Aswan,4,386.14
ORD00392,18/11/2024,C015,P010,Monitor Stand,Giza,7,-183.79
ORD00711,10/10/2024,C027,P007,Gel Pen Pack,Mansoura,10,274.19
ORD00982,05-09-2024,C029,P002,Mechanical Keyboard,Alexandria,1,431.77
ORD00718,2024-06-30,C015,P009,Webcam HD,Mansoura,5,447.24
ORD00107,02-26-2024,C009,P003,USB-C Hub,Aswan,5,362.35
ORD00273,05-07-2024,C009,P006,Notebook Set,Alexandria,5,295.41
ORD00919,15/10/2024,C006,P006,Notebook Set,Alexandria,3,223.99
ORD00227,2024-01-17,C005,P001,Wireless Mouse,Giza,9,260.13
ORD00571,07/02/2024,C028,P005,Standing Desk,Giza,5,85.46
ORD00655,2024-03-27,C006,P010,Monitor Stand,Cairo,5,64.8
ORD01139,03-12-2024,C004,P005,Standing Desk,Mansoura,5,92.43
ORD01022,29/07/2024,C030,P006,Notebook Set,Giza,,217.95
ORD01042,13/09/2024,C013,P008,Desk Lamp,Alexandria,10,375.0
ORD00086,29/10/2024,C010,P007,Gel Pen Pack,Mansoura,1,69.92
ORD00366,01-26-2024,C021,P008,Desk Lamp,Alexandria,6,437.01
ORD00697,29/01/2025,C026,P002,Mechanical Keyboard,Giza,3,119.43
ORD01180,11-03-2024,C031,P010,Monitor Stand,Cairo,6,24.88
ORD00774,29/11/2024,C020,P003,USB-C Hub,Aswan,7,238.21
ORD00935,21/03/2024,C033,P010,Monitor Stand,Giza,4,199.3
ORD00638,09-13-2024,C038,P005,Standing Desk,Giza,6,84.84
ORD00770,2024-07-24,C036,P001,Wireless Mouse,Cairo,5,384.72
ORD00726,12-24-2024,C019,P009,Webcam HD,Mansoura,7,400.32
ORD00782,08/07/2024,C022,P002,Mechanical Keyboard,Alexandria,5,213.45
ORD00059,21/11/2024,C032,P007,Gel Pen Pack,Cairo,7,432.94
ORD01174,08/03/2024,C032,P009,Webcam HD,Alexandria,7,415.71
ORD00443,10-14-2024,C035,P009,Webcam HD,Giza,8,145.51
ORD00507,06/05/2024,C040,P008,Desk Lamp,Mansoura,6,392.05
ORD00248,13/10/2024,C034,P004,Office Chair,Alexandria,9,84.66
ORD01070,03/07/2024,C010,P005,Standing Desk,Cairo,6,279.03
ORD00091,11-13-2024,C012,P003,USB-C Hub,Cairo,10,393.82
ORD00598,2024-10-20,C038,P007,Gel Pen Pack,Alexandria,10,426.62
ORD00536,01-08-2024,C018,P002,Mechanical Keyboard,Alexandria,3,134.03
ORD00993,12-18-2024,C004,P002,Mechanical Keyboard,Giza,2,129.72
ORD00299,05/04/2024,C028,P007,Gel Pen Pack,Alexandria,6,108.4
ORD00499,07-20-2024,C018,P009,Webcam HD,Alexandria,3,163.68
ORD00173,22/03/2024,C019,P001,Wireless Mouse,Mansoura,10,196.89
ORD00707,12-19-2024,C040,P005,Standing Desk,,6,315.44
ORD00478,15/09/2024,C007,P007,Gel Pen Pack,Alexandria,3,254.23
ORD00824,08-14-2024,C039,P004,Office Chair,Mansoura,,154.91
ORD00720,03-26-2024,C007,P010,Monitor Stand,Aswan,1,235.68
ORD01187,19/02/2024,C010,P006,Notebook Set,Alexandria,8,106.39
ORD00042,2025-01-11,C029,P008,Desk Lamp,Mansoura,4,237.36
ORD00279,11-28-2024,C021,P009,Webcam HD,Mansoura,10,290.92
ORD01097,07-22-2024,C030,P003,USB-C Hub,Giza,2,166.2
ORD00881,21/05/2024,C029,P003,USB-C Hub,Giza,8,233.47
ORD00158,2024-08-12,C002,P003,USB-C Hub,Alexandria,10,309.97
ORD00466,2024-05-07,C039,P008,Desk Lamp,Alexandria,6,350.3
ORD00555,22/10/2024,C033,P004,Office Chair,Giza,7,418.06
ORD01135,23/01/2024,C010,P009,Webcam HD,Giza,2,90.07
ORD00306,2024-11-04,C032,P003,USB-C Hub,Cairo,,39.43
ORD00449,12-24-2024,C009,P001,Wireless Mouse,Alexandria,5,424.09
ORD00238,12/04/2024,C020,P003,USB-C Hub,Giza,10,427.07
ORD00907,25/03/2024,C032,P007,Gel Pen Pack,Aswan,9,437.62
ORD00106,29/04/2024,C014,P009,Webcam HD,Aswan,4,368.68
ORD00537,06/02/2024,C010,P005,Standing Desk,Giza,10,121.5
ORD00814,08/01/2024,C013,P004,Office Chair,Cairo,1,198.43
ORD01105,03-08-2024,C018,P001,Wireless Mouse,Cairo,7,300.05
ORD01029,12-02-2024,C035,P004,Office Chair,Giza,10,311.37
ORD00743,01-30-2025,C011,P002,Mechanical Keyboard,Cairo,10,289.1
ORD00764,27/07/2024,C004,P007,Gel Pen Pack,Giza,7,382.29
ORD00614,2024-04-04,C037,P006,Notebook Set,Alexandria,8,128.28
ORD01089,01-01-2025,C009,P009,Webcam HD,Mansoura,5,414.33
ORD00980,27/10/2024,C026,P005,Standing Desk,Cairo,10,360.02
ORD00987,06-16-2024,C008,P007,Gel Pen Pack,Cairo,8,89.45
ORD00657,01-26-2025,C007,P008,Desk Lamp,Alexandria,6,231.08
ORD00600,2024-11-27,C014,P007,Gel Pen Pack,Alexandria,,143.67
ORD00985,04-18-2024,C036,P004,Office Chair,Cairo,7,138.37
ORD00412,11-18-2024,C009,P001,Wireless Mouse,Aswan,10,85.09
ORD00805,10/01/2025,C027,P003,USB-C Hub,Alexandria,3,406.48
ORD00283,29/01/2024,C005,P010,Monitor Stand,Mansoura,8,237.19
ORD00706,08-23-2024,C008,P007,Gel Pen Pack,Cairo,3,300.27
ORD00073,2024-11-27,C013,P010,Monitor Stand,Mansoura,2,251.88
ORD00359,03-11-2024,C008,P007,Gel Pen Pack,Cairo,1,19.21
ORD01108,07-27-2024,C019,P007,Gel Pen Pack,Mansoura,2,111.68
ORD00199,12-14-2024,C031,P009,Webcam HD,Aswan,4,346.41
ORD00606,2024-05-21,C023,P006,Notebook Set,Giza,9,310.9
ORD00510,26/05/2024,C029,P005,Standing Desk,Mansoura,5,351.55
ORD00826,04/06/2024,C016,P004,Office Chair,Mansoura,3,278.55
ORD00164,03/02/2024,C036,P008,Desk Lamp,Alexandria,10,399.65
ORD00401,18/06/2024,C018,P007,Gel Pen Pack,Giza,3,310.62
ORD00249,08-18-2024,C026,P007,Gel Pen Pack,Cairo,10,-399.15
ORD00165,2024-11-24,C037,P007,Gel Pen Pack,Cairo,3,437.99
ORD00741,24/01/2025,C009,P010,Monitor Stand,Alexandria,9,291.86
ORD01082,2025-01-10,C028,P008,Desk Lamp,Giza,8,319.55
ORD00891,2024-08-12,,P009,Webcam HD,Cairo,8,300.48
ORD00421,11-29-2024,C027,P006,Notebook Set,Giza,2,82.33
ORD00061,13/07/2024,C016,P008,Desk Lamp,Mansoura,,280.49
ORD00069,15/10/2024,C037,P002,Mechanical Keyboard,Cairo,3,79.9
ORD00609,2024-11-17,C032,P003,USB-C Hub,Alexandria,4,241.5
ORD01177,26/05/2024,C015,P007,Gel Pen Pack,,8,344.22
ORD00975,20/11/2024,,P002,Mechanical Keyboard,Mansoura,7,402.03
ORD00320,26/08/2024,C012,P006,Notebook Set,Mansoura,1,129.53
ORD00570,2024-12-22,C025,P003,USB-C Hub,Aswan,3,404.76
ORD00258,02-22-2024,C029,P001,Wireless Mouse,Aswan,4,445.55
ORD00077,28/07/2024,C028,P010,Monitor Stand,Mansoura,2,219.45
ORD00815,25/02/2024,C011,P002,Mechanical Keyboard,Alexandria,1,195.82
ORD00916,2024-08-06,C039,P007,Gel Pen Pack,Alexandria,2,77.43
ORD01100,03-26-2024,C020,P001,Wireless Mouse,Mansoura,7,111.27
ORD00330,13/06/2024,C009,P004,Office Chair,Giza,8,351.7
ORD00480,17/08/2024,C036,P007,Gel Pen Pack,,,433.32
ORD00813,2024-01-03,C025,P002,Mechanical Keyboard,Giza,8,37.8
ORD00432,2024-09-03,C030,P006,Notebook Set,Mansoura,10,389.98
ORD00535,17/04/2024,C002,P005,Standing Desk,Aswan,5,292.9
ORD00909,05-17-2024,C017,P009,Webcam HD,Giza,4,143.92
ORD01026,14/01/2025,C004,P009,Webcam HD,Alexandria,9,77.71
ORD01030,02/09/2024,C011,P004,Office Chair,Aswan,9,102.15
ORD00973,2024-10-23,C006,P005,Standing Desk,Alexandria,1,292.7
ORD00286,2024-07-24,C012,P001,Wireless Mouse,Alexandria,9,441.92
ORD01127,05-08-2024,C036,P007,Gel Pen Pack,Mansoura,8,317.37
ORD00999,2024-07-23,C029,P007,Gel Pen Pack,Aswan,9,103.31
ORD00625,2024-01-02,C036,P008,Desk Lamp,Mansoura,4,26.68
ORD01013,08-18-2024,C007,P007,Gel Pen Pack,Giza,9,406.16
ORD00776,04-12-2024,C004,P009,Webcam HD,Mansoura,6,100.0
ORD00780,2024-01-16,C013,P008,Desk Lamp,Aswan,6,34.1
ORD00634,2024-06-04,C039,P008,Desk Lamp,Aswan,6,89.91
ORD00749,01-20-2025,C025,P005,Standing Desk,Cairo,1,103.11
ORD00651,01/01/2025,C011,P005,Standing Desk,Mansoura,7,73.5
ORD00170,03/06/2024,C032,P001,Wireless Mouse,Aswan,5,294.23
ORD00831,2024-01-20,C032,P007,Gel Pen Pack,Giza,10,45.99
ORD00163,2024-04-12,C024,P003,USB-C Hub,Aswan,4,67.79
ORD00788,10/07/2024,C025,P007,Gel Pen Pack,Aswan,3,421.94
ORD00171,14/04/2024,C011,P001,Wireless Mouse,Mansoura,7,225.65
ORD01004,02-03-2024,C004,P002,Mechanical Keyboard,Cairo,10,130.79
ORD01005,20/12/2024,C026,P007,Gel Pen Pack,Cairo,4,334.26
ORD00807,2024-07-07,C032,P004,Office Chair,Mansoura,9,67.74
ORD00372,25/02/2024,C014,P007,Gel Pen Pack,Mansoura,4,326.8
ORD00546,06-15-2024,C032,P010,Monitor Stand,Cairo,10,274.29
ORD01153,2024-11-07,C023,P002,Mechanical Keyboard,Mansoura,10,26.7
ORD00834,02-17-2024,C038,P010,Monitor Stand,Alexandria,1,65.78
ORD00544,2024-10-07,C038,P007,Gel Pen Pack,Mansoura,4,285.08
ORD00577,23/08/2024,C024,P002,Mechanical Keyboard,Aswan,6,50.0
ORD00870,22/09/2024,C028,P003,USB-C Hub,Cairo,4,145.76
ORD00616,06-18-2024,C010,P006,Notebook Set,Cairo,9,439.39
ORD01182,2024-05-03,C030,P008,Desk Lamp,Alexandria,10,207.99
ORD00363,02/02/2024,C032,P008,Desk Lamp,Cairo,7,-206.7
ORD00969,2024-08-11,C012,P007,Gel Pen Pack,Mansoura,6,240.02
ORD01039,11-22-2024,C007,P006,Notebook Set,Mansoura,7,72.95
ORD01119,03/01/2024,C010,P003,USB-C Hub,Mansoura,2,447.09
ORD00146,03-17-2024,C006,P001,Wireless Mouse,Cairo,5,108.81
ORD00200,2024-09-15,C037,P002,Mechanical Keyboard,Cairo,1,375.52
ORD00524,2024-05-28,C032,P008,Desk Lamp,Alexandria,,116.23
ORD00582,26/01/2024,C016,P001,Wireless Mouse,Alexandria,1,89.93
ORD00752,2024-03-27,C014,P009,Webcam HD,Alexandria,6,250.09
ORD00517,2024-11-03,C030,P008,Desk Lamp,Mansoura,8,49.54
ORD00789,14/11/2024,C015,P006,Notebook Set,Aswan,1,217.39
ORD00567,12-12-2024,,P008,Desk Lamp,,4,241.18
ORD00447,2024-02-06,C027,P006,Notebook Set,Aswan,10,191.08
ORD00464,22/11/2024,C036,P001,Wireless Mouse,Aswan,2,125.19
ORD00315,17/02/2024,C011,P007,Gel Pen Pack,Cairo,9,424.7
ORD00356,07/10/2024,C023,P004,Office Chair,Mansoura,5,84.76
ORD00703,2024-10-26,C030,P002,Mechanical Keyboard,Aswan,5,-169.62
ORD00303,2024-03-22,C034,P008,Desk Lamp,Giza,10,449.83
ORD00564,01-20-2025,C026,P008,Desk Lamp,Mansoura,5,222.18
ORD01006,12-24-2024,C019,P010,Monitor Stand,Cairo,2,95.51
ORD01165,11-22-2024,C025,P002,Mechanical Keyboard,Aswan,2,161.93
ORD01183,2024-02-05,C011,P006,Notebook Set,Alexandria,8,329.09
ORD00233,2024-01-14,C036,P008,Desk Lamp,Aswan,9,192.5
ORD00097,07-06-2024,C012,P007,Gel Pen Pack,Alexandria,3,357.13
ORD00130,2024-09-16,C020,P008,Desk Lamp,Giza,10,39.43
ORD00557,28/01/2024,C005,P008,Desk Lamp,Aswan,10,-150.94
ORD01114,09/02/2024,C036,P009,Webcam HD,Cairo,2,-200.18
ORD01094,18/12/2024,C040,P009,Webcam HD,Alexandria,3,31.88
ORD00362,2024-11-09,C012,P008,Desk Lamp,Aswan,7,353.94
ORD00862,19/02/2024,C025,P003,USB-C Hub,Mansoura,3,417.8
ORD00065,2024-06-10,C017,P005,Standing Desk,Alexandria,2,328.76
ORD00730,06-04-2024,C038,P009,Webcam HD,Giza,4,377.02
ORD00871,2024-12-18,C023,P009,Webcam HD,Aswan,9,237.11
ORD00351,2024-07-25,C023,P008,Desk Lamp,Alexandria,3,427.42
ORD00771,08-07-2024,C001,P010,Monitor Stand,Mansoura,7,216.93
ORD00802,21/10/2024,C020,P004,Office Chair,Mansoura,8,84.07
ORD00680,08-07-2024,C017,P004,Office Chair,Alexandria,1,189.45
ORD00933,21/06/2024,C034,P003,USB-C Hub,Giza,8,194.01
ORD00563,10/01/2025,C016,P007,Gel Pen Pack,Mansoura,3,106.72
ORD00500,06-08-2024,C027,P004,Office Chair,Alexandria,10,81.45
ORD00350,11-01-2024,C020,P001,Wireless Mouse,Giza,8,331.61
ORD00996,05-04-2024,C019,P005,Standing Desk,Cairo,6,257.95
ORD00191,30/03/2024,C015,P010,Monitor Stand,Aswan,1,412.25
ORD00723,11/03/2024,C010,P004,Office Chair,Aswan,7,357.44
ORD00346,06/09/2024,C010,P008,Desk Lamp,,3,353.84
ORD00527,10/12/2024,C012,P001,Wireless Mouse,Alexandria,6,377.71
ORD01106,2024-03-18,C002,P007,Gel Pen Pack,Cairo,9,278.12
ORD01162,2024-11-21,C027,P006,Notebook Set,Cairo,8,156.22
ORD00121,04-20-2024,C032,P007,Gel Pen Pack,Aswan,8,195.17
ORD00940,07-22-2024,C020,P002,Mechanical Keyboard,Cairo,6,341.98
